292.28,156.95,379.95,156.91,380.03,351.58,292.36,351.61
289.76,153.27,380.81,153.06,381.28,350.67,290.23,350.89
288.6,149.23,374.9,149.16,375.04,345.23,288.74,345.29
288.34,149.92,381.89,149.86,382.03,350.73,288.48,350.79
291.21,164.67,383.45,164.81,383.18,336.67,290.94,336.52
303.51,146.9,374.36,154.02,354.58,350.96,283.73,343.84
309.36,143.6,379.04,152.87,352.77,350.36,283.1,341.1
303.71,142.69,376.2,149.69,357.62,342.32,285.13,335.32
295.06,144.23,377.66,143.35,379.57,322.24,296.97,323.12
294.84,147.14,381.92,147.63,380.88,329.97,293.8,329.47
292.25,146.46,380.81,146.3,381.16,337.57,292.6,337.73
298.06,143.08,383.98,143.49,383.06,333.1,297.15,332.69
292.66,143.78,386.1,144.14,385.37,333.37,291.93,333.01
305.24,143.69,397.46,150.06,384.49,337.91,292.27,331.55
297.87,145.86,387.2,145.27,388.35,319.43,299.01,320.02
298.12,141.2,387.46,140.26,389.47,331.99,300.14,332.93
299.6,136.04,391.97,136.38,391.25,330.19,298.88,329.85
305.48,143.07,396.05,144.82,392.94,306.26,302.37,304.52
299.04,144.81,395.52,145.07,395.09,305.24,298.61,304.98
298.9,139.04,391.62,137.43,394.91,327.88,302.19,329.48
301.56,140.2,395.82,140.61,395.01,326.1,300.74,325.69
306.08,139.09,389.92,139.81,388.22,338.29,304.39,337.58
301.78,141.31,384.12,139.65,388.05,334.61,305.71,336.27
299.94,139.5,385.1,138.27,387.92,333.18,302.75,334.41
299.51,137.33,387,136.54,388.77,331.95,301.27,332.74
300.23,142.48,385.77,140.3,390.42,322.52,304.89,324.7
298.03,138.54,387.96,137.05,390.81,308.55,300.88,310.04
300.05,133.01,386.01,133.01,386,312.74,300.04,312.73
302.83,134.55,382.37,134.05,383.22,269.81,303.69,270.31
301.89,133.78,380.15,131.74,384.01,279.27,305.75,281.32
297.34,134.77,375.45,131.09,382.17,273.69,304.06,277.37
302.6,133.14,384.92,133.52,384.15,299.99,301.83,299.61
308.3,131.12,391.44,134.5,384.65,301.16,301.52,297.78
303.23,133.73,382.44,133.36,383.21,301.1,304,301.46
310.88,126.06,388.92,127.86,384.55,317.35,306.5,315.54
312.89,126.45,394.92,131.1,384.56,314.12,302.54,309.48
315.74,131.29,395.16,136.09,386.05,286.8,306.63,282
314.97,131.15,391,133.84,385.91,277.73,309.88,275.04
316.95,129.88,377.95,131.47,374.5,263.72,313.5,262.13
286.59,148.23,354.72,127.23,390.42,243.08,322.29,264.07
316.07,133.1,385.64,132.08,387.6,264.95,318.04,265.98
330.14,131.32,384.38,139.56,361.81,288.17,307.57,279.93
317.37,134.84,395.23,138.24,388.27,297.46,310.41,294.06
321.46,139.36,401.61,145.42,390.05,298.18,309.9,292.12
309.62,131.16,395.48,130.83,396.13,305.39,310.27,305.71
309.94,134.53,397.56,134.26,398.07,302,310.44,302.26
312,133.14,398.77,132.66,399.7,303.11,312.94,303.58
310.18,133.97,399.31,133.4,400.38,301.79,311.26,302.36
327.56,138.45,411.96,145.87,398.57,297.97,314.18,290.54
311.85,132.38,400.44,131.96,401.23,300.19,312.65,300.61
309.54,141.28,402.33,139.8,404.75,291.06,311.96,292.54
321.28,134.74,411.77,138.22,405.88,291.64,315.39,288.17
318.69,142.26,407.86,142.14,408.06,289.31,318.9,289.44
316.54,137.47,407.7,137.2,408.14,290.16,316.99,290.42
332.85,139.89,421.52,148.75,407.03,293.7,318.36,284.83
321.91,142.6,407.76,142.05,408.72,290.5,322.87,291.06
323.38,135.25,408.01,135.49,407.55,296.55,322.92,296.31
326.07,142.41,409.1,143.39,407.27,297.06,324.24,296.07
327.61,142.24,409.48,143.21,407.66,296.23,325.79,295.26
331.89,139.15,414.57,141.22,410.73,294.27,328.06,292.2
337.04,139.42,422.01,144.99,412.22,294.41,327.24,288.84
335.41,137.92,419.82,139.79,416.37,295.04,331.96,293.16
333.03,143.21,416.77,143.02,417.09,289.12,333.35,289.31
331.05,141.16,416.62,139.55,419.4,287.1,333.83,288.71
338.33,143.41,417.57,141.94,420.27,287.45,341.03,288.92
340.16,146.59,422.47,146.72,422.25,288.14,339.94,288.02
342.64,146.24,425.79,146.9,424.68,286.12,341.54,285.46
344.24,141.15,425.78,142.09,424.09,289.06,342.55,288.13
347.19,141.35,424.83,142.21,423.19,289.37,345.55,288.5
342.18,145.47,421.08,143.93,423.94,290.56,345.04,292.1
359,139,416,139,416,292,359,292
352.06,140.6,424.66,140.33,425.2,287.39,352.6,287.66
353.31,145.87,425.97,146.09,425.53,284.11,352.87,283.89
350.68,147.75,427.28,147.15,428.38,287.48,351.78,288.08
363.06,149.51,430.08,150.62,428,277.11,360.98,276.01
359.53,144.56,439.26,148.99,430.84,300.49,351.11,296.06
353.91,144.61,429.56,143.04,432.55,287.11,356.91,288.68
357.96,146.2,435.74,147.28,433.73,291.49,355.95,290.41
369.4,141.89,432.67,142.18,432.13,258.46,368.86,258.16
